"occurrence_no","name","diet","type","length_m","max_ma","min_ma","region","lng","lat","class","family"
837653,"Tawa",null,null,null,228,208.5,"New Mexico",-106.47506,36.323849,"Saurischia",null
837654,"Tawa",null,null,null,228,208.5,"New Mexico",-106.47506,36.323849,"Saurischia",null
837655,"Tawa",null,null,null,228,208.5,"New Mexico",-106.47506,36.323849,"Saurischia",null
837683,"Leshansaurus",null,null,null,163.5,157.3,"Sichuan",104.052391,29.093945,"Saurischia","Megalosauridae"
837817,"Atrociraptor",null,null,null,83.5,66,"Alberta",-112.842682,51.50914,"Saurischia","Dromaeosauridae"
837818,"Bambiraptor","carnivorous","small theropod",1,85.8,70.6,"Montana",-113.75,48.633301,"Saurischia","Dromaeosauridae"
843540,"Tornieria",null,null,null,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Diplodocidae"
843587,"Magyarosaurus","herbivorous","sauropod",5,72.1,66,"Alba",23.591944,45.987221,"Saurischia",null
846308,"Caseosaurus",null,null,null,221.5,212,"New Mexico",-106.473053,36.331669,"Saurischia","Herrerasauridae"
846989,"Turiasaurus",null,null,null,150.8,139.8,"Aragón",-1.406137,40.154774,"Saurischia",null
848407,"Albertosaurus","carnivorous","large theropod",9,70.6,66,"Alberta",-112.673378,51.455544,"Saurischia","Tyrannosauridae"
850676,"Abydosaurus",null,null,null,109,93.5,"Utah",-109.305244,40.440887,"Saurischia","Brachiosauridae"
851343,"Cruxicheiros",null,null,null,167.7,164.7,"England",-1.616667,51.950001,"Saurischia",null
851691,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.5,50.75,"Saurischia","Dromaeosauridae"
853632,"Lufengosaurus","herbivorous","sauropod",6,199.3,190.8,"Yunnan",102.080002,20.18,"Saurischia","Massospondylidae"
853661,"Seitaad",null,null,null,190.8,174.1,"Utah",-109.633331,37.366669,"Saurischia",null
854418,"Xixianykus",null,null,null,89.3,83.6,"Henan",111.474403,33.289169,"Saurischia",null
858680,"Ornithomimipus",null,null,null,83.5,66,"Puno",-69.71138,-15.206967,"Saurischia","Ornithomimipodidae"
858681,"Hadrosaurichnus",null,null,null,83.5,66,"Puno",-69.71138,-15.206967,"Saurischia",null
861180,"Bonapartenykus",null,null,null,83.5,66,"Río Negro",-67.317139,-39.409176,"Saurischia","Alvarezsauridae"
862206,"Ruyangosaurus",null,null,null,100.5,89.8,"Henan",112.589302,34.112,"Saurischia",null
862293,"Rahiolisaurus",null,null,null,72.1,66,"Gujarat",73.341942,23.057222,"Saurischia","Abelisauridae"
867559,"Orkoraptor",null,null,null,70.6,66,"Santa Cruz",-72.107224,-49.854443,"Saurischia","Megaraptoridae"
867560,"Austrocheirus",null,null,null,70.6,66,"Santa Cruz",-72.091942,-49.954723,"Saurischia","Noasauridae"
867597,"Boreonykus",null,null,null,83.5,70.6,"Alberta",-119.108101,55.0639,"Saurischia","Dromaeosauridae"
867599,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-119.108101,55.0639,"Saurischia","Troodontidae"
869659,"Ignotornis",null,null,null,105.3,93.5,"Colorado",-105.223053,39.7575,"Saurischia",null
869661,"Ignotornis",null,null,null,105.3,93.5,"Colorado",-105.223053,39.7575,"Saurischia",null
869780,"Lirainosaurus",null,null,null,83.5,66,"Valencia",-0.9667,39.599998,"Saurischia",null
869782,"Lirainosaurus",null,null,null,83.5,66,"Valencia",-0.9667,39.599998,"Saurischia",null
869786,"Lirainosaurus",null,null,null,83.5,66,"Valencia",-0.9667,39.599998,"Saurischia",null
869872,"Pneumatoraptor",null,null,null,86.3,83.6,"Veszprém",17.6,47.216702,"Saurischia",null
871937,"Amphicoelias",null,null,null,152.1,145,"Mashonaland North",30.689049,-16.258829,"Saurischia","Diplodocidae"
871944,"Baryonyx","carnivorous","large theropod",10,140.2,136.4,"England",0.44255,50.859379,"Saurischia","Spinosauridae"
873166,"Bistahieversor",null,null,null,83.5,70.6,"New Mexico",-108.549721,36.2925,"Saurischia",null
873167,"Bistahieversor",null,null,null,83.5,70.6,"New Mexico",-108.549721,36.2925,"Saurischia",null
873202,"Brachiosaurus","herbivorous","sauropod",30,157.3,145,"Utah",-109.223335,40.405556,"Saurischia","Brachiosauridae"
876919,"Yezosaurus",null,null,null,85.8,83.5,"Hokkaido",142.017624,43.203636,"Saurischia","Tyrannosauridae"
877667,"Incisivosaurus",null,null,null,125,100.5,"Liaoning",121.989998,41.81361,"Saurischia",null
877671,"Incisivosaurus",null,null,null,125,100.5,"Liaoning",121.692497,42.001389,"Saurischia",null
877673,"Incisivosaurus",null,null,null,125,100.5,"Liaoning",121.692497,42.001389,"Saurischia",null
877682,"Scansoriopteryx",null,null,null,129.4,125,"Liaoning",121.416664,41.366669,"Saurischia","Scansoriopterygidae"
877685,"Microraptor","carnivorous","small theropod",0.8,125,113,"Liaoning",120.427139,43.636063,"Saurischia","Dromaeosauridae"
877911,"Barapasaurus","herbivorous","sauropod",14,199.3,182.7,"Andhra Pradesh",79.521667,19.222221,"Saurischia",null
879478,"Tornieria",null,null,null,155.7,150.8,"Lindi",39.213799,-9.679919,"Saurischia","Diplodocidae"
879479,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
879480,"Giraffatitan","herbivorous","sauropod",23,163.5,157.3,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
879481,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
879482,"Giraffatitan","herbivorous","sauropod",23,155.7,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
879483,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
879484,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.228508,-9.708957,"Saurischia","Brachiosauridae"
879485,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
879486,"Giraffatitan","herbivorous","sauropod",23,152.1,145,"Lindi",39.22842,-9.704556,"Saurischia","Brachiosauridae"
880423,"Yixianosaurus",null,null,null,130,122.46,"Liaoning",123.438904,39.878601,"Saurischia",null
880484,"Swinnertonichnus",null,null,null,247.2,242,"England",-1.151155,52.970528,"Saurischia","Anchisauripodidae"
880485,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Montana",-109.814911,48.53841,"Saurischia","Troodontidae"
881358,"Menglongipus",null,null,null,150.8,132.9,"Hebei",115.892502,40.786945,"Saurischia","Dromaeopodidae"
881978,"Troodon","carnivorous","small theropod",2,70.6,66,"Alaska",-151.51944,69.832222,"Saurischia","Troodontidae"
882032,"Balaur",null,null,null,70.6,66,"Alba",23.570463,45.993664,"Saurischia","Dromaeosauridae"
882064,"Plateosaurus","herbivorous","sauropod",7,228,208.5,"Bayern",11.266667,49.483334,"Saurischia","Plateosauridae"
883034,"Concavenator",null,null,null,130,125.45,"Cuenca",-1.880849,40.064526,"Saurischia","Carcharodontosauridae"
883293,"Fukuiraptor","carnivorous","large theropod",4.2,136.4,125.45,"Gunma",138.891937,36.110558,"Saurischia","Neovenatoridae"
883310,"Banji",null,null,null,72.1,66,"Jiangxi",114.933334,25.816668,"Saurischia","Oviraptoridae"
883366,"Falcarius",null,null,null,129.4,125,"Utah",-110.110764,38.90987,"Saurischia",null
884203,"Bressanichnus",null,null,null,99.6,93.5,"Mendoza",-69.25,-39.516666,"Saurischia",null
884205,"Defarrariischnium",null,null,null,99.6,93.5,"Mendoza",-69.25,-39.516666,"Saurischia",null
884207,"Abelichnus",null,null,null,99.6,93.5,"Mendoza",-69.25,-39.516666,"Saurischia",null
884210,"Bressanichnus",null,null,null,99.6,93.5,"Mendoza",-69.25,-39.516666,"Saurischia",null
884211,"Defarrariischnium",null,null,null,99.6,93.5,"Mendoza",-69.25,-39.516666,"Saurischia",null
884212,"Picunichnus",null,null,null,99.6,93.5,"Mendoza",-69.25,-39.516666,"Saurischia",null
884859,"Spinosaurus","carnivorous","large theropod",18,83.6,72.1,"Al Wadi al Jadid",29.290556,25.617779,"Saurischia","Spinosauridae"
884860,"Carcharodontosaurus","carnivorous","large theropod",15,83.6,72.1,"Al Wadi al Jadid",29.290556,25.617779,"Saurischia","Carcharodontosauridae"
884863,"Spinosaurus","carnivorous","large theropod",18,83.6,72.1,"Al Wadi al Jadid",29.519444,25.493055,"Saurischia","Spinosauridae"
885768,"Richardoestesia","carnivorous","small theropod",1.5,130,113,"Buryat",106.274719,51.195557,"Saurischia","Dromaeosauridae"
887572,"Yunnanosaurus","omnivorous","sauropod",7,174.1,163.5,"Yunnan",101.90889,25.947222,"Saurischia",null
887573,"Tonganosaurus",null,null,null,201.3,174.1,"Sichuan",102.144447,26.343056,"Saurischia","Mamenchisauridae"
887577,"Microraptor","carnivorous","small theropod",0.8,125,113,"Liaoning",120.158333,41.572224,"Saurischia","Dromaeosauridae"
887797,"Kol",null,null,null,83.6,66,"Omnogov",100.901947,43.664444,"Saurischia","Alvarezsauridae"
888629,"Caenagnathus",null,null,null,83.5,70.6,"Alberta",-111.513893,50.734207,"Saurischia","Caenagnathidae"
890419,"Otozoum",null,null,null,228,208.5,"Pennsylvania",-77.081947,40,"Saurischia","Otozoidae"
890993,"Sarahsaurus",null,null,null,199.3,182.7,"Arizona",-111.083298,35.75,"Saurischia",null
892779,"Panamericansaurus",null,null,null,83.5,66,"Neuquén",-68.688309,-38.451462,"Saurischia",null
893426,"Sanjuansaurus",null,null,null,237,228,"San Juan",-67.897858,-30.119198,"Saurischia","Herrerasauridae"
895800,"Phuwiangosaurus",null,null,null,129.4,113,"Nakhon Ratchasima",101.733299,14.96667,"Saurischia",null
897529,"Ignavusaurus",null,null,null,201.3,199.3,"Quacha's Nek",28.383333,-30.066668,"Saurischia",null
897618,"Guaibasaurus","herbivorous","small theropod",1.8,228,208.5,"Rio Grande do Sul",-52.84111,-29.681389,"Saurischia","Guaibasauridae"
899613,"Avimimus","omnivorous","small theropod",1.5,83.5,66,"Omnogov",107.783333,43.575001,"Saurischia",null
899622,"Tarbosaurus","carnivorous","large theropod",10,83.5,66,"Omnogov",100.01667,43.866669,"Saurischia","Tyrannosauridae"
899629,"Tarbosaurus","carnivorous","large theropod",10,83.5,66,"Omnogov",99.98333,43.816666,"Saurischia","Tyrannosauridae"
900834,"Xixiposaurus",null,null,null,201.3,190.8,"Yunnan",102.320404,25.592993,"Saurischia","Plateosauridae"
900933,"Paronychodon","carnivorous","large theropod",5,70.6,66,"Montana",-106.099998,47.799999,"Saurischia","Troodontidae"
900934,"Paronychodon","carnivorous","large theropod",5,70.6,66,"Wyoming",-104.533333,43.183334,"Saurischia","Troodontidae"
900936,"Paronychodon","carnivorous","large theropod",5,70.6,66,"Montana",-106.199997,47.650002,"Saurischia","Troodontidae"
900937,"Paronychodon","carnivorous","large theropod",5,70.6,66,"Montana",-106.183296,47.616699,"Saurischia","Troodontidae"
900938,"Troodon","carnivorous","small theropod",2,70.6,66,"Wyoming",-104.637001,43.116329,"Saurischia","Troodontidae"
900939,"Pectinodon",null,null,null,70.6,66,"Montana",-107.133301,47.549999,"Saurischia","Troodontidae"
901632,"Gorgosaurus","carnivorous","large theropod",8.6,83.5,70.6,"Montana",-108.947662,47.772209,"Saurischia","Tyrannosauridae"
902093,"Xixiasaurus",null,null,null,89.8,72.1,"Henan",111.66555,33.384434,"Saurischia","Troodontidae"
902174,"Chuxiongosaurus",null,null,null,201.3,190.8,"Yunnan",102.146523,24.956287,"Saurischia",null
907500,"Murusraptor",null,null,null,83.5,70.6,"Neuquén",-68.84111,-38.840832,"Saurischia","Megaraptoridae"
907846,"Richardoestesia","carnivorous","small theropod",1.5,100.5,93.9,"Texas",-97.065201,32.844303,"Saurischia","Dromaeosauridae"
908398,"Deinonychus","carnivorous","small theropod",3,125,100.5,"Wyoming",-107.893501,44.6586,"Saurischia","Dromaeosauridae"
908663,"Eodromaeus",null,null,null,237,228,"San Juan",-67.936386,-30.067778,"Saurischia",null
909112,"Majungasaurus","carnivorous","large theropod",6,72.1,66,"Mahajanga",46.568302,-15.877118,"Saurischia","Abelisauridae"
913303,"Leonerasaurus",null,null,null,196.5,174.1,"Chubut",-69.432693,-42.834061,"Saurischia",null
914468,"Qiupalong",null,null,null,100.5,66,"Henan",111.650002,34.016666,"Saurischia","Ornithomimidae"
914469,"Yulong",null,null,null,100.5,66,"Henan",111.650002,34.016666,"Saurischia","Oviraptoridae"
914477,"Luanchuanraptor",null,null,null,100.5,66,"Henan",111.650002,34.016666,"Saurischia","Dromaeosauridae"
914482,"Liubangosaurus",null,null,null,145,100.5,"Guangxi",107.907501,22.639444,"Saurischia",null
915510,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Utah",-109.337975,38.38448,"Saurischia",null
916049,"Spinophorosaurus",null,null,null,174.1,163.5,"Agadez",7.864948,16.690086,"Saurischia",null
916440,"Tapuiasaurus",null,null,null,125,113,"Minas Gerais",-44.360279,-16.684441,"Saurischia","Nemegtosauridae"
920587,"Albinykus",null,null,null,86.3,83.6,"Dornogov",109.35318,44.393677,"Saurischia",null
923798,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Mohale's Hoek",27.483334,-30.516666,"Saurischia",null
929493,"Anchiornis",null,null,null,167.7,150.8,"Liaoning",119.434402,40.586391,"Saurischia",null
930849,"Plateosaurus","herbivorous","sauropod",7,228,208.5,"Baden-Württemberg",8.636111,48.075001,"Saurischia","Plateosauridae"
930951,"Dyslocosaurus",null,null,null,157.3,145,"Wyoming",-104.28611,43.2425,"Saurischia","Dicraeosauridae"
931121,"Plateosaurus","herbivorous","sauropod",7,228,201.3,"Eastern Cape",27.183332,-30.733334,"Saurischia","Plateosauridae"
931127,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Leribe",28.066668,-28.833332,"Saurischia",null
931128,"Blikanasaurus",null,null,null,228,201.3,"Free State",27.341667,-29.219999,"Saurischia",null
931162,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Free State",27.341667,-29.219999,"Saurischia",null
932999,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Free State",27.434723,-28.959167,"Saurischia","Massospondylidae"
933037,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Mafeteng",27.35,-29.883333,"Saurischia",null
933048,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Maseru",27.516666,-29.333332,"Saurischia",null
933075,"Eucnemesaurus",null,null,null,228,201.3,"Free State",27.933332,-28.5,"Saurischia","Riojasauridae"
933527,"Zhuchengtyrannus",null,null,null,83.6,72.1,"Shandong",120.984718,37.465832,"Saurischia","Tyrannosauridae"
933817,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Free State",27.319445,-29.106667,"Saurischia",null
935231,"Daemonosaurus",null,null,null,208.5,201.3,"New Mexico",-106.473099,36.331699,"Saurischia",null
935638,"Limusaurus",null,null,null,163.5,157.3,"Xinjiang",88.9217,45.171223,"Saurischia",null
935640,"Limusaurus",null,null,null,163.5,157.3,"Xinjiang",88.9217,45.171223,"Saurischia",null
937808,"Nomingia","omnivorous","small theropod",1.6,72.1,66,"Omnogov",100.011108,43.86639,"Saurischia","Oviraptoridae"
937809,"Tarbosaurus","carnivorous","large theropod",10,72.1,66,"Omnogov",99.833054,43.474724,"Saurischia","Tyrannosauridae"
937811,"Avimimus","omnivorous","small theropod",1.5,83.5,66,"Omnogov",107.76667,43.59111,"Saurischia",null
937817,"Avimimus","omnivorous","small theropod",1.5,83.5,66,"Omnogov",102.669724,44.071945,"Saurischia",null
939383,"Abrosaurus",null,null,null,170.3,163.5,"Sichuan",104.852501,29.411388,"Saurischia",null
941813,"Drusilasaura",null,null,null,99.6,89.3,"Santa Cruz",-69.665276,-46.718056,"Saurischia",null
942451,"Kileskus",null,null,null,168.3,166.1,"Krasnoyarsk",89.183334,55.650002,"Saurischia","Proceratosauridae"
944830,"Saurornitholestes","carnivorous","small theropod",1.5,70.6,66,"Texas",-103.56562,29.228554,"Saurischia","Dromaeosauridae"
944833,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Texas",-103.169876,29.104792,"Saurischia","Dromaeosauridae"
945501,"Thecodontosaurus","omnivorous","sauropod",2.5,208.5,201.3,"Bourgogne",4.67,46.900002,"Saurischia",null
950134,"Isisaurus","herbivorous","sauropod",18,72.1,66,"Maharashtra",79.051941,20.350834,"Saurischia",null
950136,"Antarctosaurus","herbivorous","sauropod",18,72.1,66,"Maharashtra",79.051941,20.350834,"Saurischia",null
950138,"Titanosaurus",null,null,null,72.1,66,"Maharashtra",79.051941,20.350834,"Saurischia",null
962978,"Alioramus","carnivorous","large theropod",6,72.1,66,"Omnogov",100.386108,43.469444,"Saurischia","Tyrannosauridae"
963964,"Titanosaurus",null,null,null,86.3,83.6,"Neuquén",-68.23333,-38.950001,"Saurischia",null
964027,"Xiaotingia",null,null,null,167.7,150.8,"Liaoning",119.991112,40.868057,"Saurischia",null
964829,"Kuwajimasauropus",null,null,null,145,139.8,"Ishikawa",136.633331,36.200001,"Saurischia",null
968544,"Santanaraptor",null,null,null,112.03,109,"Ceará",-39.733334,-7.183333,"Saurischia",null
968594,"Pseudotetrasauropus",null,null,null,237,228,"Liguria",9.840766,44.074402,"Saurischia",null
968842,"Otozoum",null,null,null,237,201.3,"Wales",-3.701282,51.490177,"Saurischia","Otozoidae"
969943,"Magyarosaurus","herbivorous","sauropod",5,70.6,66,"Alba",23.562294,46.001316,"Saurischia",null
970053,"Magyarosaurus","herbivorous","sauropod",5,70.6,66,"Alba",23.570463,45.993664,"Saurischia",null
970368,"Paludititan",null,null,null,70.6,66,"Hunedoara",22.93,45.580002,"Saurischia",null
970505,"Paronychodon","carnivorous","large theropod",5,70.6,66,"Hunedoara",22.93,45.580002,"Saurischia","Troodontidae"
972998,"Aeolosaurus",null,null,null,83.5,66,"São Paulo",-48.482738,-21.266476,"Saurischia",null
973062,"Epachthosaurus",null,null,null,99.6,89.3,"Chubut",-69.591393,-45.29361,"Saurischia",null
973069,"Epachthosaurus",null,null,null,99.6,89.3,"Chubut",-69.616669,-45.316669,"Saurischia",null
975237,"Ornithomimus","omnivorous","large theropod",4,83.6,72.1,"Alberta",-111.51667,50.75,"Saurischia","Ornithomimidae"
975932,"Sinotyrannus",null,null,null,129.4,113,"Liaoning",119.741699,41.123329,"Saurischia","Proceratosauridae"
980820,"Narambuenatitan",null,null,null,83.5,70.6,"Neuquén",-69.140556,-37.394444,"Saurischia",null
980825,"Petrobrasaurus",null,null,null,89.3,83.5,"Neuquén",-69.073059,-37.378613,"Saurischia","Saltasauridae"
980828,"Alamosaurus","herbivorous","sauropod",21,72.1,66,"New Mexico",-108.030701,36.3148,"Saurischia","Saltasauridae"
984121,"Dongyangosaurus",null,null,null,100.5,93.9,"Zhejiang",120.210831,29.266666,"Saurischia",null
984125,"Tambatitanis",null,null,null,112.03,93.9,"Hyogo",135.03334,35.177776,"Saurischia","Euhelopodidae"
984143,"Luoyanggia",null,null,null,100.5,89.8,"Henan",112.589302,34.112,"Saurischia","Oviraptoridae"
984394,"Shenzhousaurus",null,null,null,130,122.46,"Liaoning",120.8722,41.601398,"Saurischia",null
984577,"Spinosaurus","carnivorous","large theropod",18,125,100.5,"Nord",14.791533,8.345053,"Saurischia","Spinosauridae"
989286,"Allosaurus","carnivorous","large theropod",12,157.3,145,"New Mexico",-106.920998,35.563457,"Saurischia","Allosauridae"
989476,"Nemegtosaurus","herbivorous","sauropod",13,89.3,85.8,"Fukushima",140.958954,37.149067,"Saurischia","Nemegtosauridae"
990838,"Deinonychus","carnivorous","small theropod",3,125,100.5,"Montana",-108.811302,45.2262,"Saurischia","Dromaeosauridae"
996742,"Corpulentapus",null,null,null,145,100.5,"Shandong",119.448128,35.886559,"Saurischia",null
996743,"Paragrallator",null,null,null,145,100.5,"Shandong",119.448128,35.886559,"Saurischia",null
